artist,song,text,Release Date,Tempo,Loudness (db),Danceability,Energy,Acousticness,Instrumentalness,Liveness,Speechiness,Good for Party,Good for Work/Study,Good for Relaxation/Meditation,Good for Running,Good for Driving,Good for Morning Routine,Good for Social Gatherings
Charlie Puth,BTS - Lights English Translation,"[Verse 1: Jung Kook, V] Sunday, when I can't answer any calls or texts I'm not in the mood for anything Though not very often, I feel sick of it I feel a little helpless right now [Pre-Chorus: Jimin, Jin] But I still feel like I can save someone I hear your voice Within the noise, time stops We are connected by sound, woah [Chorus: Jung Kook, V] When I close my eyes In the darkness, your light woah Lights the way for me We can walk forward without fear, you & I, woah [Post-Chorus: Jin, Jimin] You're my light you're my light Always shine into my heart You're my light you're my light No matter how far apart we are Your light shines on me [Verse 2: j-hope] All the angels who know pain Flying on damaged wings through the night Every time I'm thinking about love Every time I'm thinking about love I don't wanna listen to just happy songs I'll face my loneliness, color my life Losing and gaining, but I'm still searching for something today [Pre-Chorus: Jung Kook, V] Yeah I believe that things will change No one is perfect Even this moment has its own meaning And we are connected by sound, woah [Chorus: Jin, Jimin] When you close your eyes In the darkness, my light woah Lights the way for you Let's walk forward without fear,  you & I woah [Post-Chorus: Jung Kook, V] I'm your light I'm your light Always shine into your heart I'm your light I'm your light No matter how far apart we are Your light shines on me (Ooh-ooh-ooh, ooh-ooh) (Ooh-ooh-ooh, ooh-ooh-ooh) [Bridge: SUGA, RM] I never thought there'd be a sleepless night Turns out they weren't lies And it made me get stronger What is love? If there's an answer, I wanna know right now I'm breaking down I can see there's light inside Dawn will come to the darkest of nights Overcome, even the future We won't stop from now on Decide for yourself what it means to be happy Every day, take a step to grow up [Pre-Chorus: Jimin, Jung Kook] But it's okay sometimes To show weakness It's okay to be you Don't lie to yourself any more Everything connects by sound, woah [Chorus: Jin, V] When I close my eyes In the darkness, your light woah Lights the way for me We can walk forward without fear, you & I woah [Post-Chorus: Jung Kook, Jimin] You're my light, you're my light Always shine into my heart You're my light, you're my light No matter how far apart we are Your light shines on me [Outro: Jimin, Jung Kook] No matter how far apart we are Your light shines on me",2022-10-06,0.9053254438,0.8061409884,69,63,10,0,9,31,1,0,0,0,0,0,0
Charlie Puth,The Way I Am,"[Verse 1] Yeah, maybe I'ma get a little anxious Maybe I'ma get a little shy 'Cause everybody's tryna be famous And I'm just tryna find a place to hide (Oh) All I wanna do is just hold somebody But no one ever wants to get to know somebody I don't even know how to explain this I don't even think I'm gonna try [Pre-Chorus] And that's okay I promise myself one day (Hey!) [Chorus] I'ma tell 'em all I'ma tell 'em all that you could either hate me or love me But that's just the way I am I'ma tell 'em all I'ma tell 'em all that you could either hate me or love me But that's just the way I am [Post-Chorus] That's just the way I am That's just the way I am That's just the way I am That's just the way I am [Verse 2] Maybe I'ma get a little nervous Maybe I don't go out anymore (Oh) Feelin' like I really don't deserve this (-serve this) Life ain't nothing like it was before (It was nothing like before) 'Cause all I wanna do is just hold somebody But no one ever wants to get to know somebody If you go and look under the surface (Surface) Baby, I'm a little insecure [Pre-Chorus] And that's okay (Baby, now, that's okay) I promise myself one day (Hey!) [Chorus] I'ma tell 'em all I'ma tell 'em all that you could either hate me or love me But that's just the way I am I'ma tell 'em all (All) I'ma tell 'em all that you could either hate me or love me (Hate me, love me) But that's just the way I am [Post-Chorus] That's just the way I am (I am) That's just the way I am (I am) That's just the way I am (Baby, now) That's just the way I am [Refrain] I'ma tell 'em all (That's just the way I am) I'ma tell 'em all that you could either hate me or love me (That's just the way I am, that's just the way I am) But that's just the way I am [Bridge] Am, am Yeah, this is what you wanted Oh, this is what you wanted I am, am, am (Oh) Yeah, this is what you wanted Oh, this is what you wanted all along (Oh) [Breakdown] Everybody's tryna be famous And I'm just tryna find a place to hide [Chorus] I'ma tell 'em all ('Em all) I'ma tell 'em all that you could either hate me or love me But that's just the way I am I'ma tell 'em all ('Em all) I'ma tell 'em all that you could either hate me or love me (Hate me, love me) But that's just the way I am [Post-Chorus] That's just the way I am That's just the way I am (Maybe I'ma get a little anxious, maybe I'ma get a little scared) That's just the way I am (Baby, now) That's just the way I am ('Cause everybody's tryna be famous) [Refrain] I'ma tell 'em all (That's just the way I am) I'ma tell 'em all that you could either hate me or love me (That's just the way I am) But that's just the way I am",2018-05-11,0.4970414201,0.8066860465,76,77,31,0,6,19,0,0,0,0,0,0,0
Charlie Puth,Light Switch,"[Intro] Yeah [Verse 1] Why you callin' at 11:30 When you only wanna do me dirty? But I hit right back 'Cause you got that-that, yeah Why you always wanna act like lovers But you never wanna be each others'? I say, ""Don't look back"" But I go right back and [Pre-Chorus] All the sudden, I'm hypnotized You're the one that I can't deny Every time that I say I'm gonna walk away [Chorus] You turn me on like a light switch When you're movin' your body around and around Now, I don't wanna fight this (No) You know how to just make me want You turn me on like a light switch When you're movin' your body around and around You got me in a tight grip (Yeah) You know how to just make me want you, baby [Verse 2] Do you love it when you keep me guessin' (Me guessin') When you're leaving then you leave me stressin'? (Me stressin') But I can't stay mad when you walk like that, no Why you always wanna act like lovers? But you never wanna be each others' I say, ""Don't look back"" But I go right back and [Pre-Chorus] All the sudden, I'm hypnotized (Hypnotized) You're the one that I can't deny (Can't deny) Every time that I say I'm gonna walk away (Yeah) [Chorus] You turn me on like a light switch When you're movin' your body around and around Now, I don't wanna fight this (No) You know how to just make me want You turn me on like a light switch (Switch) When you're movin' your body around and around You got me in a tight grip (Grip) You know how to just make me want you, baby [Refrain] Come on, come on, come on, come on, come on and show me how you do (You do) You want, you want, you want, you want, you wanna keep me wantin' you (Me wantin' you, girl) Come on, come on, come on, come on, come on and (Hey), show me how you do (How you do) You want, you want, you want, you want, you wanna keep me wantin' you [Bridge] You turn me on like a light switch When you're movin' your body around and around Now, I don't wanna fight this You know how to just make me want to [Chorus] You turn me on like a light switch When you're movin' your body around and around You got me in a tight grip You know how to just make me want you, baby [Refrain] Come on, come on, come on, come on, come on and show me how you do (How you do) You want, you want, you want, you want, you wanna keep me wantin' you  (Wanna keep me wantin' you, baby) Come on, come on, come on, come on, come on and show me how you do (You do) You want, you want, you want, you want, you wanna keep me wantin' you",2022-10-06,0.9053254438,0.8061409884,69,63,10,0,9,31,1,0,0,0,0,0,0
Charlie Puth,Dangerously,"[Verse 1] This is gonna hurt, but I blame myself first 'Cause I ignored the truth Drunk off of that love, it **** my head up There's no forgetting you [Pre-Chorus] You've awoken me, but you're choking me I was so obsessed Gave you all of me And now honestly, I got nothing left [Chorus] I loved you dangerously More than the air that I breathe Knew we would crash at the speed that we were going Didn't care if the explosion ruined me Baby, I loved you dangerously Mmm, mmm I loved you dangerously [Verse 2] Usually I hold the power with both my hands tied behind my back Look at how things changed 'Cause now you're the train And I'm tied to the track [Pre-Chorus] You've awoken me, but you're choking me I was so obsessed Gave you all of me And now honestly, I got nothing left [Chorus] 'Cause I loved you dangerously More than the air that I breathe Knew we would crash at the speed that we were going Didn't care if the explosion ruined me Baby, I loved you dangerously [Bridge] You took me down, down, down, down And kissed my lips with goodbye I see it now, now, now, now It was a matter of time You know I know, there's only one place this could lead But you are the fire, I'm gasoline [Breakdown] I love you, I love you, I love you [Chorus] I loved you dangerously Ooh, more than the air that I breathe Oh now, knew we would crash at the speed that we were going Didn't care if the explosion ruined me Oh, oh, baby, I loved you dangerously [Outro] Mmm, mmm Ooh, I loved you dangerously Ooh-ooh, I loved you dangerously",2016-01-29,0.4792899408,0.7572674419,70,52,36,0,20,4,0,0,0,0,1,1,1
Charlie Puth,Cheating on You,"[Verse 1] It started with a kiss On your mama's couch 2012 was nothing serious And then we caught the feels It got really real Too good to be true I guess I thought you was, yeah [Pre-Chorus] Why did I run away, run away, run away? Oh, your love was everything, everything, everything I know it's gettin' late, gettin' late, gettin' late But can I still be on my way, on my way? Yeah [Chorus] I know I said goodbye and, baby, you said it too But when I touch her, I feel like I'm cheating on you I thought that I'd be better when I found someone new But when I touch her, I feel like I'm cheating on you [Post-Chorus] Baby, no, oh, cheating on you Baby, no But when I touch her, I feel like I'm cheating on you [Verse 2] Thought I could get you back any time of day Shouldn't have been so cocky Shouldn't have did you wrong (Woah) And now I miss you bad, really, really bad Guess you don't know what you got until it's gone [Pre-Chorus] Why did I run away, run away, run away? (Run away) Oh, your love was everything, everything, everything (Everything) I know it's gettin' late, gettin' late, gettin' late (Gettin' late) But can I still be on my way, on my way? Yeah [Chorus] I know I said goodbye and, baby, you said it too (You said it too, baby) But when I touch her, I feel like I'm cheating on you (Cheating on you) I thought that I'd be better when I found someone new (Ooh) But when I touch her, I feel like I'm cheating on you [Post-Chorus] Baby, no, oh, cheating on you Baby, no But when I touch her, I feel like I'm cheating on you [Bridge] Baby, no There ain't no lips like your lips And nobody else feels like this There's no moving on, I'll admit If you go away, yeah [Chorus] I know I said goodbye and, baby, you said it too But when I touch her, I feel like I'm cheating on you (Cheating on you) I thought that I'd be better when I found someone new (Found someone new) But when I touch her, I feel like I'm cheating on you (Believe it, baby) [Post-Chorus] Baby, no, oh, cheating on you (I said goodbye, but I'm still in love) Baby, no (I said goodbye, but I'm still in love) But when I touch her, I feel like I'm cheating on you [Outro] I said goodbye And you said goodbye",,0.5443786982,0.7861555233,75,54,1,0,10,3,0,0,0,0,0,1,1
Charlie Puth,Patient,"[Intro] Sorry [Verse 1] These mistakes, I've made my fair share When you needed me, I wasn’t there I was young, I was dumb, I was so immature And the things that I did made you so insecure But baby, I'm still your man, I swear [Chorus] Please be patient with me Please be patient with me I know I’m not what you need But baby, I’m gonna be So please be patient with me [Verse 2] Is it too much (Is it too much?) that I'm askin' for? Can we start over? (Can we start over? Yeah) Can we end this war? I’ve been takin' your love, I've been wastin' your time But is there still a chance of me changin' your mind? Before you (Yeah) go walkin' out the door [Pre-Chorus] Oh, you know I'm not perfect If you leave, I deserve it But baby, all I'm askin' you is please, please (Oh) [Chorus] Please be patient with me (Patient with me) Please be patient with me (Patient with me) I know I'm not what you need (I know I'm not what you need) But baby, I'm gonna be (Baby, I'm gonna be) So please be patient with me (Patient with me) [Bridge] Oh, you don't wanna wait another minute You don't wanna wait another night Just trust me, just trust me, just trust me, baby You don't wanna wait another minute, no You don't wanna wait another night Just trust me, just trust me, just trust me, baby [Chorus] Please be patient with me Please be patient with me I know I'm not what you need But baby, I'm gonna be So, please be patient with me Please be patient with me (Patient with me) Please be patient with me, yeah I know I'm not what you need (I know I'm not what you need) But baby, I'm gonna be So please be patient with me",2018-05-11,0.8106508876,0.7956031977,68,60,75,0,11,19,0,0,0,0,0,0,0
Charlie Puth,I Warned Myself,"[Chorus] I warned myself that I shouldn't play with fire But I can tell that I'll do it one more time Don't trust in myself, (Mmm) no good for my health (Mmm) You messed with my heart, now you're the reason why [Verse 1] Do you remember when you told me I don't have to worry? ""He's overseas, out on his tour, he'll be okay without me"" You said you had nothing to hide, that you left him long ago I shoulda known that was a lie [Chorus] I warned myself that I shouldn't play with fire But I can tell that I'll do it one more time Don't trust in myself, (Mmm) no good for my health (Mmm) You messed with my heart, now you're the reason why I warned myself that I shouldn't play with fire But I can tell that I'll do it one more time Don't trust in myself, (Mmm) no good for my health (Mmm) You messed with my heart, now you're the reason why [Verse 2] Do you remember when you said, ""Do not tell anybody 'Cause if ya do, I'll be the first to put my hands around your throat""? If you had nothing to hide, why is no one s'posed to know? I shoulda known that was a lie [Chorus] I (I) warned myself (Warned myself) that I shouldn't play with fire (Oh no) But I can tell (I know) that I'll do it one more time Don't trust in myself, (Mmm) no good for my health (Mmm) You messed with my heart, now you're the reason why I warned myself (Warned myself) that I shouldn't play with fire But I can tell (I can tell) that I'll do it one more time Don't trust in myself, (Mmm) no good for my health (Mmm) You messed with my heart, now you're the reason why [Outro] The reason why",,0.9053254438,0.7011264535,49,31,56,0,16,30,0,0,0,0,0,0,0
Charlie Puth,Mother,"[Verse 1] He's such a nice boy, so well-mannered He's so much better than the last one you brought around Please and thank you, everything matters I'm gonna make sure that she knows I'm the best she's found [Pre-Chorus] The moment she walks out that door I'm not pretending anymore [Chorus] If your mother knew all of the things that we do If your mother knew all the things we do If your mother knew, she'd keep me so far from you If your mother knew all the things we do [Verse 2] Sneak out the window, bed stuffed with pillows I'll be waiting in the car right around the block Back of the Benzo (Back of the Benzo) More than a friend zone (More than a friend zone) We've been hiding since the time they forgot to knock [Pre-Chorus] The moment she walks out that door (She walks out the door) I'm not pretending anymore [Chorus] If your mother knew all of the things that we do (Yeah) If your mother knew (If your mother) All the things we do (All that we do) If your mother knew, she'd keep me so far from you If your mother knew (Oh) all the things we do [Bridge] Next time that she sees me She gon' act like she don't know me 'Cause she knows all of the story Now your daddy wants to kill me (Ah) Next time that she sees me She gon' act like she don't know me 'Cause she knows all of the story Now your daddy wants to kill me (Yeah, yeah) If your mother only knew (Ooh) [Pre-Chorus] The moment she walks out that door I'm not pretending anymore [Chorus] If your mother knew all of the things that we do If your mother knew all the things we do (We do) If your mother knew, she'd keep me so far from you If your mother knew all the things we do (From you, oh) [Post-Chorus] Next time that she sees me (Hey) She gon' act like she don't know me (Does she know me?) 'Cause she knows all of the story Now your daddy wants to kill me (Yeah) Next time that she sees me She gon' act like she don't know me 'Cause she knows all of the story Now your daddy wants to kill me (Yeah) [Outro] If your mother knew all the things we do If your mother knew all the things we do If your mother knew all of the things that we do",2019-09-12,0.8816568047,0.8075944767,41,70,38,0,12,34,0,0,0,0,0,0,0
Charlie Puth,River,"[Chorus] Don't run from me, river Don't run from me river, river No, don't run from me, river Don't run from me river, river [Verse 1] Look, you can play it cool Act like you don't care River, don't be cruel You're pushin' me away Don't want to get hurt So you hurt me first With the words you say [Pre-Chorus] Maybe you should fall That's what rivers do 'Cause when you're in love You don't mind a different view Things are lookin' up [Chorus] Oh river (River, river) Don't run (Run, run) Don't run (River, river) Don't run (Run, run) Oh river (River, river) Don't run (Run, run) Don't run (River, river) From our love (Run, run) [Verse 2] Look, darlin', don't give up When the water's rough Where you gonna go? My heart is your home Nothin' is as cold As runnin' on your own So river, don't you rush [Pre-Chorus] Maybe you should fall That's what rivers do 'Cause when you're in love You don't mind a different view Things are lookin' up [Chorus] Oh river (River, river) Don't run (Run, run) Don't run (River, river) Don't run (Run, run) Oh river (River, river) Don't run (Run, run) Don't run (River, river) From our love (Run, run) [Bridge] Don't run from me, river Don't run from me river, river No don't run from me, river Don't run from me river, river No don't run from me, river Don't run from me river, river No don't run from me, river [Pre-Chorus] Maybe you should fall That's what rivers do 'Cause when you're in love You don't mind a different view Things are lookin' up [Chorus] Oh river (River, river) Don't run (Run, run) Don't run (river, river) Don't run (Run, run) Oh river (River, river) Don't run (Run, run) Don't run (River, river) From our love (Run, run) [Outro] Oh river (River, river) (Don't run from me, river) Don't run (Run, run) (Don't run from me river, river) Don't run (River, river) (No, don't run from me, river) Don't run (Run, run) (Don't run from me river, river) Oh river (River, river) (Don't run from me, river) Don't run (Run, run) (Don't run from me river, river) Don't run (River, river) (No, don't run from me, river) From our love (Run, run) (Don't run from me river, river) No",2016-11-11,0.4082840237,0.7830668605,78,33,84,0,11,3,0,1,0,0,0,0,0
Charlie Puth,Suffer,"[Verse 1] Detonate, detonator Baby, oh, you blow my mind You tell me wait, wait on ya But baby, I can't wait all night I go through pictures you send my phone Oh, stop tempting me You know what I want I wanna make, wanna make love Girl, I can't lie [Chorus] I'm just a sucker for a cold-hearted lover You make me suffer, you make me suffer Don't keep me waiting You should come over, whoa Don't make me suffer, don't make me suffer [Verse 2] So, here we go, go again It's like I'm caught under your spell You're wearing black, black magic Well, baby, don't wear nothing else When I open up this door, don't you play Ain't no other man gon' make you feel the same I wanna make, wanna make love Girl, I can't lie [Chorus] I'm just a sucker for a cold-hearted lover You make me suffer, you make me suffer Don't keep me waiting (Don't keep me waiting) You should come over, whoa (You should come, you should come, baby) Don't make me suffer, don't make me suffer [Bridge] I hate it when you get your way But we love, yeah, we love it, baby Some things don't ever change You make me suffer, baby, oh You, you, oh-oh-oh [Chorus] I'm just a sucker (I'm just a sucker, baby) For a cold-hearted lover (For a cold-hearted lover) You make me suffer (You make me suffer) You make me suffer (You make me suffer) Don't keep me waiting (Don't keep me waiting) You should come over, whoa Don't make me suffer, don't make me suffer",2016-01-29,0.8579881657,0.7765261628,58,44,75,0,7,5,0,0,0,0,0,0,0
Charlie Puth,Slow It Down,"[Verse 1] I got a situation, this girl been stressin' me Sayin' she better be the only one My life is complicated, she's only twenty-three I'm not the guy that she's supposed to love [Pre-Chorus] Oh, the more that I tell her I'm not stayin' over The harder she makes it to go Oh, the more that I try to convince her this won't work The faster she takes off her clothes [Chorus] Girl, you gotta slow it down (Girl, you gotta slow it down) I'm not tryna fall for you Girl, you gotta slow it down (Girl, you gotta slow it down) I can't give it all to you Even though I want to (Ooh, ooh) [Verse 2] She knows just what she doin', she **** with my head Wrappin' her legs so tight around my waist, ah Two in the afternoon, but, we still ain't out of bed No matter what, she always gets her way [Pre-Chorus] Oh, the more that I tell her I'm not stayin' over (Whoa) The harder she makes it to go (You make it so hard) Oh, the more that I try to convince her this won't work (Oh) The faster she takes off her clothes [Chorus] Girl, you gotta slow it down (Girl, you gotta slow it down) I'm not tryna fall for you Girl, you gotta slow it down (Girl, you gotta slow it down) I can't give it all to you Even though I want to (Ooh, ooh) Even though I want to (Ooh, ooh), oh-oh, yeah [Bridge] You've got to slow it, slow it down, baby You've got to slow it down You don't know what you're doin' to me now You've got to slow it, slow it down, baby Oh You've got to slow it down Oh [Outro] Girl, you gotta slow it down (Girl, you gotta slow it down) I'm not tryna fall for you (I'm not tryna fall, baby) Girl, you gotta slow it down (Girl, you gotta slow it down, ooh) I can't give it all to you Even though I want to (Ooh, ooh) Oh, you gotta slow it down (Ooh, ooh), yeah, yeah",2018-05-11,0.4970414201,0.8479287791,73,75,26,0,13,6,0,0,0,0,0,0,0
Charlie Puth,Girlfriend,"[Intro] Yeah [Verse 1] Tired of this conversation We didn't come all this way To touch a little, kiss a little All night long You wanna hear me say it I know I kept you waitin' Just a little, just a little All night long [Pre-Chorus] Can't stop 'Til you're lyin' right here next to me I should stop But I think I'll do it anyway [Chorus] Baby, would you ever want to be my girlfriend? I don't wanna play no games This is more than just a phase Baby, would you ever want to be my girlfriend? If you want it, let me know We could make this official [Verse 2] Don't we look perfect, baby? Let's take this further, baby Just a little, just a little All night long If I was your boyfriend, I I'd be givin' you all my time Not just a little, just a little All night long [Pre-Chorus] Can't stop 'Til you're lyin' right here next to me I should stop (Oh) But I think I'll do it anyway [Chorus] Baby, would you ever want to be my girlfriend? (Oh) I don't wanna play no games (No games) This is more than just a phase Baby, would you ever want to be my girlfriend? (Oh) If you want it, let me know (Me know) We could make this official (For sure) [Post-Chorus] Hold on, you're makin' me (Oh no, baby, no) Hold on, you're makin' me (Oh no, baby, my) My girlfriend Hold on, you're makin' me (Oh no, baby, no) Hold on, you're makin' me (Oh no, baby, my) My girlfriend [Pre-Chorus] I can't stop, woah Know I should stop But I had to do it anyway, I had to do it anyway I had to do it anyway, I had to do it anyway [Chorus] Baby, would you ever wanna be my girlfriend? (Oh) I don't wanna play no games (No games) This is more than just a phase (Yeah) Baby, would you ever wanna be my girlfriend? (Oh) If you want it, let me know (Me know) We could make this official (Oh yeah) [Post-Chorus] Hold on, you're makin' me (Oh no, baby, no) Hold on, you're makin' me (Oh no, baby, my) If you were my girlfriend (I'm ready to do this thing, yeah) Hold on, you're makin' me (Oh no, baby, no) Hold on, you're makin' me (Oh no, baby, my) My girlfriend (Yeah)",,0.3964497041,0.7939680233,76,58,18,0,11,4,0,0,0,0,1,0,0
Charlie Puth,Somebody Told Me,"[Verse 1] I was just with you on your birthday And I met your whole family But on the way home You kept looking at your phone Couldn't help but ask, ""Who is that, babe?"" And the way you said, ""Nobody"" I knew the rumors They were more than just rumors [Pre-Chorus] Maybe I should have noticed You were just half in love Maybe I should have noticed That I'm not the only one [Chorus] Somebody told me that you Got another lover you've been givin' it to Can't believe I believed you You were my girl Somebody saw you with him Now you're tryna tell me that he's only a friend Can't believe I believed it You were my girl (Ooh, ooh) (Ooh, ooh-ooh-ooh) [Verse 2] Lately you've been making excuses And the stories ain't addin' up But I just go blind when you look into my eyes Every time that I try to confront you (To confront you) There's always somewhere you gotta run to (Gotta run to) The warning signs They were more than just warning signs (Oh-oh-oh) [Pre-Chorus] Maybe I should have noticed You were just half in love (You were half in love) Maybe I should have noticed That I'm not the only one [Chorus] 'Cause somebody told me that you Got another lover you've been giving it to Can't believe I believed you You were my girl Somebody saw you with him Now you're tryna tell me that he's only a friend Can't believe I believed that You were my girl (Ooh, ooh) (Ooh, ooh-ooh-ooh) You were my girl Maybe I should have noticed You were just half in love (You were half in love) Maybe I should have noticed That I'm not the only one (You were my girl) [Bridge] Yeah Maybe I should have noticed That I'm not the only one [Chorus] Somebody told me that you Got another lover you've been giving it to Can't believe I believed you (Believed you) You were my girl Somebody saw you with him Now you're tryna tell me that he's only a friend (Ooh) Can't believe I believed that (Believed that) You were my girl That you were mine (Ooh, ooh) (Ooh, ooh-ooh-ooh) Hey, you were my girl Maybe I should have noticed You were just half in love (You were just half in love) Maybe I should have noticed That I'm not the only one You were my girl",2018-05-11,0.8165680473,0.8197674419,59,84,10,0,5,6,1,0,0,1,0,0,0
Charlie Puth,Empty Cups,"[Verse 1] Oh, the way that you dance on me makes me not wanna leave You wanna go upstairs but you don't wanna sleep Oh, right now we're in a rhythm Your boyfriend's no competition Turn off your phone and blame it on your battery (Hey!) [Pre-Chorus] Oh-oh-oh-oh We're getting real, real close Oh-oh-oh-oh Can't let this moment go [Chorus] Hands on your body like there's no one at the party Just me and you and these empty cups If you wanna like I wanna Let me take you to another room So it's only us Turn that television up so nobody can listen Hands on your body like there's no one at the party Just me and you and these empty cups [Verse 2] Ooh, girl, do you think they'll notice if we slip away? Maybe tomorrow they'll all have something to say Oh, right now we're in the rhythm We don't need no one's permission End of the night don't mean we gotta separate (Oh-oh) [Pre-Chorus] Oh-oh-oh-oh We're getting real, real close Oh-oh-oh-oh Can't let this moment go [Chorus] Hands on your body like there's no one at the party Just me and you (Me and you) and these empty cups If you wanna like I wanna Let me take you to another room ('Nother room) So it's only us Turn that television up so nobody can listen Hands on your body like there's no one at the party Just me and you (Me and you) and these empty cups All of these empty cups Baby, all of these empty cups [Pre-Chorus] Oh-oh-oh-oh We're getting real, real close Oh-oh-oh-oh Can't let this moment go [Chorus] Hands on your body like there's no one at the party Just me and you (Me and you) and these empty cups If you wanna like I wanna Let me take you to another room ('Nother room) So it's only us Turn that television up so nobody can listen Hands on your body like there's no one at the party Just me and you (Me and you) and these empty cups (On your body like there's no one at the party, just me and you) All of these empty cups (If you wanna like I wanna, let me take you to another room, oh baby) Like it's only us Turn that television up so nobody can listen (Television up) (No one listening) Hands on your body like there's no one at the party Just me and you and these empty cups",2018-05-11,0.4082840237,0.8005087209,77,56,22,0,8,8,0,0,0,0,1,0,0
Charlie Puth,Through It All,"[Verse 1] You could say I lived a crazy life for a man so young The kind that made me question my faith Now I'm looking back, just wondering where the time has gone But I guess it's just the price you pay I've already loved more than I thought I could love someone I've already felt my heart break (Yeah) I've already fell so many times, but I got back up But at least I did it all my way [Chorus] I've been through it all Yeah, I've been through it all Yeah, you won't see me crying if tomorrow never comes God only knows, I've been through it all [Verse 2] Growing up in this wild city, you had to fight or run Now you know why I'm not afraid, yeah Maybe it's my recklessness that got me in trouble But at least I did it all my way [Chorus] I've been through it all Yeah, I've been through it all Yeah, you won't see me crying if tomorrow never comes God only knows, I've been through it all [Bridge] Ooh, ooh-ooh, ooh-ooh, ooh-ooh Yeah, I've been through it all Ooh, ooh-ooh, ooh-ooh, ooh-ooh Yeah, yeah, oh-oh-oh, mmh-mmh, mmh-mmh [Chorus] I've been through it all Yeah, I've been through it all Yeah, you won't see me crying if tomorrow never comes God only knows, I've been through it all You won't see me crying if tomorrow never comes God only knows, I've been through it all",2018-05-11,0.5207100592,0.7543604651,56,38,76,0,8,4,0,0,0,0,0,0,0
Charlie Puth,Kiss Me,"[Verse 1] I should have told you how I really feel A little in advance Then I would’ve had some time to go and work it out I think I’ve lost my chance [Pre-Chorus] For the last three years I just hid it so well Hoping that you’d figure it out because I never could tell it Straight to your face Never have I ever woken up in a cold hard sweat From a dream wondering If you’d ever say ""goodbye"" If I didn’t say it first [Chorus] I’m done playing these games I can’t believe what I’m about to say I won’t tell you goodbye with my love left behind Kiss me before I fucking lose my mind [Verse 2] No, no more nights Drink until my loneliness Up till two A.M No, no more waiting Pacing 'round the bar Hoping that you might walk in [Pre-Chorus] For the last three years I just hid it so well Hoping that you’d figure it out because I never could tell it Straight to your face Never have I ever woken up in a cold hard sweat From a dream wondering If you’d ever say ""goodbye"" If I didn’t say it first [Chorus] I’m done playing these games I can’t believe what I’m about to say No, I won’t tell you goodbye with my love left behind Kiss me before I fucking lose my mind [Bridge] Ooooh Oooh Oooh Oooooh Oooh Oooh Oooh [Outro] I’m done playing these games I can’t believe what I’m about to say 'Cause I would rather die than feeling this inside Tricks played on my mind No, I would rather die than just tell you goodbye With my love left behind Kiss me before I fucking lose my mind",2015-11-05,0.3550295858,0.812318314,67,61,40,0,12,3,0,0,0,0,0,0,0
Charlie Puth,Does It  Feel,"[Verse 1] Tell me lies, like how you're better off without me While the truth is written all over your face Even in photographs together, you look lonely, lonely When you were here, you never had to fake [Pre-Chorus] And girl, I promise I'm not gonna bother you anymore Soon as you hang up the phone I just got one question that you might not be ready for But I really gotta know [Chorus] Does it feel, feel like you never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different? [Verse 2] And the way that you can say you don't remember How I kept you coming over every night And the way that you can say you never wondered, wondered If loving someone else is just a lie [Pre-Chorus] Whoa, girl, I promise I'm not gonna bother you anymore Soon as you hang up the phone (Don't hang up the phone) I just got one question that you might not be ready for But I really gotta know [Chorus] Does it feel, feel like you never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different? Does it feel, feel like you never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different? [Bridge] Girl, I promise I'm not gonna bother you anymore Soon as you hang up the phone I just got one question that you might not be ready for But I really gotta know [Chorus] Does it feel, feel like you never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different? Does it feel, feel like you never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different?",2016-11-11,0.4023668639,0.8259447674,61,86,18,0,16,13,0,0,0,0,0,0,0
Charlie Puth,One Call Away Remix,"[Chorus: Charlie Puth] I'm only one call away I'll be there to save the day Superman got nothing on me I'm only one call away [Verse 1: Charlie Puth] Call me, baby, if you need a friend I just wanna give you love C'mon, c'mon, c'mon Reaching out to you, so take a chance [Pre-Chorus: Charlie Puth] No matter where you go You know you're not alone [Chorus: Charlie Puth] I'm only one call away I'll be there to save the day Superman got nothing on me I'm only one call away [Verse 2: Charlie Puth] Come along with me and don't be scared I just wanna set you free C'mon, c'mon, c'mon You and me can make it anywhere For now, we can stay here for a while Cause you know, I just wanna see you smile [Pre-Chorus: Charlie Puth] No matter where you go You know you're not alone [Chorus: Charlie Puth] I'm only one call away I'll be there to save the day Superman got nothing on me I'm only one call away [Verse 3: Tyga] Bling my hotline, I'm only one call away You wanna ball, we only one mall away Aye, dare, I see you again like Charlie say Again and again, that's always bae Back when I was poor, I only had a heart to break We was splittin' meals, two straws and a chocolate shake You had my back and that's true to facts When you need your boy, pick up the phone and do the math [Chorus: Charlie Puth & Tyga] I'm only one call away I'm only one call away I'll be there to save the day Pick up the line, I got you Superman got nothing on me I'm only one, I'm only one call away I'll be there to save the day Superman got nothing on me I'm only one call away I'm only one call away",2015-11-27,0.3550295858,0.6653343023,65,26,74,0,8,4,0,1,0,0,0,0,0
